2.400000E+1,-9.366200E-7,9.555400E-7
2.600000E+1,-9.449200E-7,9.615500E-7
2.800000E+1,-9.620100E-7,9.740800E-7
3.000000E+1,-9.703800E-7,9.843600E-7
3.200000E+1,-9.848300E-7,1.001600E-6
3.400000E+1,-1.039670E-6,1.056200E-6
3.600000E+1,-1.094460E-6,1.114800E-6
3.800000E+1,-1.139900E-6,1.166400E-6
4.000000E+1,-1.189700E-6,1.210800E-6
4.200000E+1,-1.239100E-6,1.260900E-6
4.400000E+1,-1.287600E-6,1.308800E-6
4.600000E+1,-1.321000E-6,1.351700E-6
4.800000E+1,-1.363200E-6,1.386800E-6
5.000000E+1,-1.400800E-6,1.426400E-6
5.200000E+1,-1.442600E-6,1.467600E-6
5.400000E+1,-1.484700E-6,1.507000E-6
5.600000E+1,-1.518800E-6,1.548300E-6
5.800000E+1,-1.553400E-6,1.580900E-6
6.000000E+1,-1.587200E-6,1.615200E-6
6.000000E+1,-1.571300E-6,1.588700E-6
5.800000E+1,-1.482800E-6,1.497300E-6
5.600000E+1,-1.402800E-6,1.415700E-6
5.400000E+1,-1.324100E-6,1.330100E-6
5.200000E+1,-1.251100E-6,1.256600E-6
5.000000E+1,-1.173900E-6,1.181700E-6
4.800000E+1,-1.105100E-6,1.108000E-6
4.600000E+1,-1.036000E-6,1.039300E-6
4.400000E+1,-9.619100E-7,9.694800E-7
4.200000E+1,-9.022400E-7,9.013400E-7
4.000000E+1,-8.470200E-7,8.427800E-7
3.800000E+1,-7.888700E-7,7.865400E-7
3.600000E+1,-7.328300E-7,7.304000E-7
3.400000E+1,-6.773000E-7,6.747200E-7
3.200000E+1,-6.261400E-7,6.221800E-7
3.000000E+1,-5.736700E-7,5.692400E-7
2.800000E+1,-5.230900E-7,5.182500E-7
2.600000E+1,-4.750300E-7,4.687500E-7
2.400000E+1,-4.282300E-7,4.218500E-7
2.200000E+1,-3.822700E-7,3.751800E-7
2.000000E+1,-3.384300E-7,3.309900E-7
1.800000E+1,-2.953200E-7,2.877500E-7
1.600000E+1,-2.545500E-7,2.461700E-7
1.400000E+1,-2.142200E-7,2.054400E-7
1.200000E+1,-1.750100E-7,1.657800E-7
1.000000E+1,-1.364700E-7,1.273700E-7
8.000000E+0,-9.965300E-8,9.335200E-8
6.000000E+0,-6.334000E-8,5.797700E-8
4.000000E+0,-2.888300E-8,2.328400E-8
2.000000E+0,-2.056400E-9,-2.041700E-9
0.000000E+0,2.220800E-8,-2.696800E-8
-2.000000E+0,5.779700E-8,-6.254700E-8
-4.000000E+0,8.332200E-8,-8.624500E-8
-6.000000E+0,1.054800E-7,-1.110200E-7
-8.000000E+0,1.458000E-7,-1.525100E-7
-1.000000E+1,1.862900E-7,-1.947100E-7
-1.200000E+1,2.275200E-7,-2.365500E-7
-1.400000E+1,2.685400E-7,-2.787800E-7
-1.600000E+1,3.087200E-7,-3.200500E-7
-1.800000E+1,3.488300E-7,-3.608100E-7
-2.000000E+1,3.888600E-7,-4.011900E-7
-2.200000E+1,4.290500E-7,-4.408800E-7
-2.400000E+1,4.702700E-7,-4.825600E-7
-2.600000E+1,5.112200E-7,-5.231800E-7
-2.800000E+1,5.551100E-7,-5.651600E-7
-3.000000E+1,6.012600E-7,-6.100500E-7
-3.200000E+1,6.474500E-7,-6.574300E-7
-3.400000E+1,6.963700E-7,-7.060700E-7
-3.600000E+1,7.437000E-7,-7.545000E-7
-3.800000E+1,7.905300E-7,-8.019300E-7
-4.000000E+1,8.399700E-7,-8.499800E-7
-4.200000E+1,8.916800E-7,-9.001400E-7
-4.400000E+1,9.498300E-7,-9.542400E-7
-4.600000E+1,1.021230E-6,-1.020600E-6
-4.800000E+1,1.087270E-6,-1.085300E-6
-5.000000E+1,1.208400E-6,-1.168000E-6
-5.200000E+1,1.296200E-6,-1.283600E-6
-5.400000E+1,1.394500E-6,-1.380100E-6
-5.600000E+1,1.496800E-6,-1.480600E-6
-5.800000E+1,1.629700E-6,-1.587900E-6
-6.000000E+1,1.763900E-6,-1.733000E-6
